"control_1" "control_2" "control_3" "feStarved_1" "feStarved_2" "feStarved_3" "h2o2Treated_1" "h2o2Treated_2" "h2o2Treated_3" "feStarved_h2o2Treated_1" "feStarved_h2o2Treated_2" "feStarved_h2o2Treated_3"
"Afu3g10180" 623 504 497 595 689 660 813 606 469 560 318 516
"Afu2g15690" 133 151 112 100 115 128 197 185 121 1408 1745 1225
"Afu3g14310" 860 748 692 1011 1269 1325 1279 1216 988 498 1968 363
"Afu2g04720" 832 697 659 948 1234 1145 1153 994 774 2427 1234 2493
"Afu8g02380" 2 2 0 7 6 8 3 1 1 33 89 25
"Afu3g04120" 607 455 443 345 366 360 815 649 520 270 170 261
"Afu8g00990" 0 0 1 0 0 1 0 0 0 0 0 0
"Afu2g12600" 1164 882 871 781 950 971 998 948 727 303 609 279
"Afu1g05010" 60 68 54 118 107 115 100 74 55 69 20 81
"Afu4g04440" 595 439 471 663 720 716 723 566 442 343 408 355
"Afu3g13500" 7 6 7 0 2 1 13 9 3 6 9 6
"Afu6g00540" 11 9 12 23 27 22 53 50 38 18 10 24
"Afu1g03040" 36277 21020 21466 14044 18352 16578 16679 15847 14499 45989 54548 50656
"Afu6g04620" 1387 1286 1199 378 431 439 1728 1654 1342 297 138 182
"Afu1g10510" 7050 6265 5526 3978 3671 3947 6657 7264 5407 1327 553 993
"Afu3g15240" 20 53 51 16 22 22 102 67 54 27 33 32
"Afu4g12790" 1912 1823 1655 2352 2390 2757 2391 2308 1852 2631 3205 2608
"Afu6g09650" 32 308 348 17 26 14 1188 411 197 9 9 6
"Afu1g07730" 239 190 164 307 260 277 292 212 189 429 610 521
"Afu1g00920" 1409 1219 1134 1142 1157 1259 1976 1615 1356 2195 1733 2327
"Afu5g08965" 405 346 360 409 452 482 487 460 344 661 503 660
"Afu6g04680" 3777 2890 2591 1965 1814 1944 5253 4757 3729 900 92 628
"Afu6g11780" 23 26 20 3 4 5 5 8 11 8 69 14
"Afu2g03890" 207 139 142 166 128 195 125 144 109 263 434 308
"Afu1g10870" 138 157 121 65 77 74 277 158 138 53 53 45
"Afu2g13070" 1180 1043 947 1197 1244 1286 1619 1422 1250 579 407 555
"Afu3g14300" 156 117 134 118 107 129 200 150 127 56 20 37
"Afu4g09270" 1 2 1 8 4 7 6 3 4 2 0 1
"Afu6g12550" 1441 1220 1085 5408 5274 6380 1320 1236 1001 18332 24379 16098
"Afu4g03430" 105 101 107 42 51 65 69 87 79 98 70 89
"Afu6g10490" 340 332 260 307 320 341 504 427 325 244 148 191
"Afu8g00270" 3 0 3 3 1 1 1 1 0 2 19 3
"Afu2g11660" 426 342 346 639 681 657 660 480 361 1091 1183 1030
"Afu4g00660" 1927 1778 1596 311 550 390 2706 3031 2300 2898 4467 2632
"Afu4g04415" 33 27 27 213 160 199 77 64 55 172 83 193
"Afu4g08295" 22 22 14 23 19 22 42 16 15 7 1 2
"Afu4g00790" 50 35 28 30 53 48 53 55 38 22 27 11
"Afu5g12580" 436 333 343 610 578 643 661 683 497 1854 2460 1821
"Afu2g01880" 514 402 436 394 401 403 757 576 534 175 119 139
"Afu6g10100" 706 646 644 1569 1532 1743 827 948 686 1377 1145 1624
"Afu3g06310" 427 449 417 326 293 397 454 423 361 84 116 90
"Afu3g01100" 50 58 45 1 2 6 638 79 104 4 3 2
"Afu3g11350" 4015 2122 1989 1718 1734 1711 2146 1758 1505 2666 3198 2877
"Afu1g03992" 1014 2207 2471 586 668 629 2222 1871 1660 319 159 291
"Afu2g10800" 695 634 587 1069 1196 1128 1123 931 782 1413 644 1250
"Afu5g01290" 115 86 102 189 231 240 80 67 71 13109 49448 12098
"Afu3g07965" 0 0 1 3 5 6 0 2 3 5 3 5
"Afu1g17380" 8 15 7 1 6 0 11 8 4 34 8 15
"Afu1g04550" 1767 1455 1305 941 1034 985 1548 1584 1284 797 702 693
"Afu6g09180" 1204 1098 991 956 1120 1114 1843 1356 1056 387 160 377
"Afu4g06560" 288 273 214 228 240 232 453 378 307 128 38 121
"Afu2g17380" 2 1 2 9 5 9 4 1 0 2 5 3
"Afu1g04930" 7285 5712 5309 4830 5937 5974 7463 5930 5075 2963 1765 2567
"Afu8g06520" 12 15 7 0 0 2 9 3 6 4 3 2
"Afu2tW(CCA)4" 0 0 0 0 2 0 0 0 0 0 0 0
"Afu7g06820" 42 25 20 2 1 2 7 5 6 11 9 8
"Afu6g06720" 1832 1887 1723 1063 1394 1372 1563 1564 1159 826 889 702
"Afu6g11210" 268 220 210 270 300 275 517 341 335 104 69 84
"Afu6g12660" 13022 11971 10755 5292 5439 5792 11018 12002 9978 1449 533 1291
"Afu1g01290" 0 0 0 0 0 1 2 0 0 1 1 1
"Afu4g07060" 602 580 619 1288 1409 1814 750 884 717 245 175 290
"Afu1g00250" 49 24 26 13 13 15 58 26 30 14 10 14
"Afu3g15390" 0 1 1 4 1 2 1 1 2 1 0 1
"Afu6g03290" 16 33 18 19 16 15 529 41 78 4 0 12
"Afu3g08060" 80 85 69 39 56 57 78 55 68 65 24 45
"Afu4g06290" 183 200 179 134 163 165 302 218 176 77 27 63
"Afu5g00760" 919 792 762 1099 1199 1301 1443 1265 1017 720 524 715
"Afu3g10110" 1761 1513 1450 355 405 437 2052 2054 1679 2855 2298 2347
"Afu1g01210" 2 0 0 0 2 0 0 2 0 0 0 0
"Afu5g12430" 527 432 404 730 638 596 579 542 415 2010 1078 1957
"Afu6g12010" 4 8 2 9 7 6 11 4 6 1 1 0
"Afu1g17620" 9 26 25 101 85 104 72 245 139 63 15 61
"Afu5g06280" 558 537 427 286 346 360 428 477 386 90 150 65
"Afu3g06510" 459 297 331 688 789 735 528 465 289 151 68 108
"Afu4g03585" 447 361 421 549 569 605 510 674 462 2310 3753 2524
"Afu4g13030" 119 111 89 130 125 152 107 89 75 25 5 25
"Afu7g04550" 498 485 491 2547 2198 2519 703 414 411 3246 1402 3809
"Afu2g01570" 567 605 547 954 956 1188 835 731 653 614 236 676
"Afu2g16310" 97 66 92 76 91 82 101 88 72 78 97 66
"Afu1g10100" 194 161 131 132 123 117 213 196 145 390 198 399
"Afu2g02370" 9 20 8 18 14 11 22 10 11 13 7 6
"Afu6g02850" 1158 1090 942 1257 1141 1166 2445 1544 1252 561 69 441
"Afu6g11900" 0 0 0 0 0 0 0 1 0 0 1 0
"Afu6g14580" 2 5 0 0 2 0 3 2 3 0 1 1
"Afu2g09100" 602 560 453 533 560 567 588 552 481 618 428 539
"Afu4g00200" 226 208 222 501 416 601 232 537 386 914 267 1022
"Afu8g06405" 12 7 7 14 14 20 16 5 7 4 4 0
"Afu4g09320" 1478 758 748 462 697 436 677 889 507 36 12 28
"Afu7g08235" 736 721 667 1354 1186 1328 1263 943 814 1106 776 1042
"Afu5g08300" 655 605 588 677 735 843 885 786 585 482 354 389
"Afu4g09820" 361 320 303 416 536 518 403 307 241 856 805 919
"Afu1g15650" 6 5 9 13 10 12 12 12 9 11 3 8
"Afu6g11530" 34 19 33 51 56 123 75 132 140 248 654 253
"Afu1g02310" 17 9 19 19 13 22 29 19 17 1 0 0
"Afu1g10020" 130 148 115 84 82 84 162 110 98 64 24 25
"Afu4g11250" 10899 6086 5665 2600 2809 3074 3586 5159 4108 11601 23359 14360
"Afu3g01460" 11 17 12 44 44 44 50 19 26 12 10 11
"Afu6g14330" 1499 1380 1339 1435 1517 1673 2287 1435 1116 3513 5136 3363
"Afu4g05860" 4078 3526 3454 847 935 951 5391 5074 4331 1383 1451 1519
"Afu2g13990" 2426 2389 2166 796 1610 1059 1778 1408 1406 1039 1320 970
"Afu4g13560" 119 136 95 218 182 176 288 210 165 176 60 97
"Afu2g07800" 269 168 192 353 381 436 134 182 109 118 101 114
"Afu5g06870" 39 33 33 113 85 65 42 33 28 102 68 110
"Afu3g01080" 142 123 122 259 282 248 328 141 127 457 239 432
"Afu1g05240" 3127 2577 2424 1432 2080 2055 2252 2602 2049 4048 11360 3956
"Afu2g12920" 1123 1066 877 825 789 806 1432 1191 919 391 913 414
"Afu3g10580" 351 329 277 440 465 420 509 385 304 436 224 420
"Afu4g03280" 30 21 17 6 2 5 87 15 41 1 1 4
"Afu5g06010" 1351 1169 1019 2050 1867 2284 1539 1589 1332 1205 1447 1139
"Afu2g03390" 2264 2146 1957 2518 2710 3160 3111 2560 2251 3003 1623 2786
"Afu4g03000" 1109 940 987 1037 1243 1160 1224 1030 866 1121 704 975
"Afu6g00560" 17 4 17 32 28 29 34 17 25 6 4 8
"Afu6g07670" 3276 3121 3004 765 787 878 2315 2276 1895 449 258 424
"Afu2g14420" 42 32 33 235 261 233 33 21 23 172 270 169
"Afu1g14140" 35 39 38 25 33 32 49 20 17 25 16 32
"Afu6g00370" 387 324 296 186 191 197 169 149 106 104 132 130
"Afu1g16940" 413 420 298 404 364 428 512 476 351 189 222 177
"Afu3g08490" 4 5 4 10 6 8 7 3 2 2 1 3
"Afu3g09320" 12450 11094 11037 9635 11222 12264 11543 12083 9969 8816 6248 8970
"Afu4g09420" 24 19 21 29 22 21 36 15 14 34 13 26
"Afu5g00900" 11 18 19 55 33 35 37 62 43 15 88 15
"Afu1g16650" 617 452 486 808 829 866 813 633 491 748 255 686
"Afu2g11850" 23881 20870 19761 9547 8798 9439 21267 23303 20007 3793 1741 2829
"Afu2g03190" 723 711 498 104 94 125 628 257 417 241 237 365
"Afu1g11500" 3736 2326 2199 1947 2758 2208 2174 2013 1729 1443 431 1045
"Afu6g01860" 39 18 18 198 183 196 27 40 39 32 30 32
"Afu5g02655" 820 825 875 705 777 783 3134 4671 3019 776 531 767
"Afu4g13910" 523 435 405 626 628 763 674 586 600 171 67 152
"Afu5g15020" 541 530 503 653 622 632 795 885 609 451 192 371
"Afu4g08700" 11 10 12 98 95 120 27 16 8 82 22 87
"Afu2g05580" 362 299 278 346 325 322 633 435 352 190 105 116
"Afu2g17820" 1338 816 841 766 641 702 1088 952 802 156 171 111
"Afu3g10920" 9355 7703 7229 3430 3361 3370 6681 7900 5983 2012 891 1772
"Afu3g03270" 13 7 12 90 74 79 15 32 17 40 662 43
"Afu3g02330" 1144 941 857 1080 1242 1297 1278 1123 904 1053 431 1148
"Afu1g10630" 31204 26677 27070 14295 16315 19194 26158 24310 20567 9719 16603 9709
"Afu5g02430" 65 53 42 59 71 75 88 76 59 29 82 32
"Afu3g11530" 719 439 399 588 520 441 732 514 419 1788 1473 1650
"Afu3g01190" 354 337 298 815 781 873 747 502 438 438 286 382
"Afu4g13730" 474 457 432 570 789 701 526 621 434 1078 1012 981
"Afu3g13350" 561 537 529 636 562 642 692 594 490 307 175 316
"Afu5g14810" 439 254 265 71 103 69 113 127 126 21 56 25
"Afu2g12210" 444 376 324 611 656 646 693 409 350 654 256 626
"Afu3g03090" 12 21 9 31 20 27 32 16 7 30 35 24
"Afu6g03570" 636 522 495 713 840 755 822 657 471 511 251 566
"Afu6g07640" 3383 2752 2788 4209 3975 4374 4052 4614 3782 4828 3509 4307
"Afu4tP(AGG)4" 1 0 0 0 0 1 0 1 0 0 0 0
"Afu1g03010" 851 755 700 782 939 882 928 843 644 1181 1046 1103
"Afu5tG(GCC)8" 3 1 1 1 0 0 1 0 1 0 2 0
"Afu2g10310" 989 875 858 1020 923 957 1142 1073 881 2035 2187 2068
"Afu1g16900" 3 4 2 6 5 12 1 3 0 11 2 15
"Afu1g08760" 1833 1597 1518 1542 1512 1622 1986 2061 1683 1531 1056 1593
"Afu3g09290" 6011 5777 5437 5631 6020 6460 6025 5363 4996 1900 2479 2224
"Afu1g16556" 59 25 27 55 50 46 53 101 60 27 27 52
"Afu1g17130" 78 62 63 21 40 32 84 62 69 18 26 19
"Afu4g12680" 717 650 605 1467 1759 1817 1242 1539 1010 4281 2232 4152
"Afu7g05780" 920 730 682 924 1036 950 1476 1094 871 2389 1674 2110
"Afu2g14790" 216 204 263 970 1322 1415 273 246 169 405 1044 351
"Afu7g06740" 2 0 0 1 1 0 0 1 2 0 1 0
"Afu3g03490" 7 1 1 0 0 2 2 0 2 2 0 1
"Afu8g04980" 134 120 95 326 278 314 252 173 139 421 153 330
"Afu2g12870" 1372 1205 1216 1330 1294 1519 1678 1521 1292 1185 336 1057
"Afu2g07710" 386 318 284 292 318 320 419 390 292 460 268 532
"Afu4g07490" 699 668 598 912 1034 1165 1143 866 711 1414 1274 1400
"Afu4g03370" 1812 1679 1479 3629 3512 3822 1943 2141 1604 971 232 920
"Afu2g03860" 14043 8230 8196 408 404 354 2233 2500 2264 253 267 243
"Afu1g10780" 1113 975 937 623 688 734 1337 1110 979 112 37 104
"Afu1g15050" 1039 678 670 797 779 751 1290 1128 874 687 421 540
"Afu4g01090" 2 4 6 4 2 3 0 3 0 11 18 16
"Afu5g00670" 11 3 1 10 8 8 13 10 8 14 20 25
"Afu2g15650" 1508 1365 1388 1878 2048 2424 2215 1235 1097 2000 882 2143
"Afu1g07520" 528 536 464 689 647 674 876 615 638 442 226 362
"Afu5g07830" 1475 1024 1045 1931 2241 2162 1569 1425 1084 4323 4505 4531
"Afu5g07510" 433 398 305 123 101 132 398 344 321 49 18 39
"Afu1g12730" 1210 1132 1008 975 1015 1051 1185 1232 921 661 494 648
"Afu4g11180" 191 190 164 136 228 163 333 271 227 126 101 98
"Afu2g17050" 732 730 619 569 573 723 675 787 661 177 184 182
"Afu3g10090" 672 542 420 608 569 542 696 484 398 343 26 224
"Afu5g04340" 21 20 25 49 43 58 48 27 24 16 7 15
"Afu2g03240" 12 40 19 6 14 9 28 14 15 3 3 1
"Afu1g01010" 13 10 8 74 115 123 13 26 21 17 11 18
"Afu6g06325" 1394 1337 1442 2073 2096 2747 2557 2338 1898 1987 2021 1767
"Afu2g13140" 10638 7736 7455 5508 8732 7549 7042 6499 5554 2298 1068 2109
"Afu3g15200" 571 475 470 814 816 839 713 645 480 406 222 400
"Afu5g03470" 535 480 389 428 484 566 507 487 398 210 82 165
"Afu7g03920" 324 358 290 443 435 413 662 394 393 598 348 689
"Afu3g02180" 4 1 1 4 0 2 1 0 1 0 2 1
"Afu8g05690" 155 173 145 114 148 141 269 178 171 53 8 34
"Afu3g08180" 169 142 127 212 187 207 246 191 156 138 77 124
"Afu1g09710" 55 56 39 112 104 119 108 70 59 129 115 141
"Afu1g01370" 184 185 155 369 405 415 311 204 160 490 399 496
"Afu3g12710" 1625 1698 1491 683 787 941 2258 1708 1629 130 96 107
"Afu6g12480" 521 395 390 101 111 104 501 382 347 18 11 21
"Afu7g01340" 745 659 635 1590 1481 1696 1065 727 660 734 300 705
"Afu4g07560" 1443 1189 1144 1126 1397 1431 1468 1486 1156 872 867 732
"Afu1g06830" 9710 9099 8246 4048 4209 4540 8599 9318 7846 1350 695 1021
"Afu8g06170" 1440 1044 1010 1382 1238 1294 1371 1284 1018 1145 703 980
"Afu4g00720" 2 5 2 12 12 21 4 4 2 15 19 15
"Afu4g09110" 6245 5784 5564 104 142 140 6897 5907 5274 603 799 413
"Afu6g03685" 4 2 3 1 4 4 2 2 0 1 0 1
"Afu8g06420" 77 54 40 36 48 50 127 24 52 14 17 10
"Afu6g09990" 3719 3793 3175 4797 5470 6037 4064 4300 3450 1613 1819 1414
"Afu5g11180" 11 6 10 2 7 3 8 13 7 4 1 1
"Afu6g11840" 2168 1441 1546 1627 2454 2000 1129 1627 982 181 63 121
"Afu2g05890" 374 317 281 395 439 365 457 415 281 404 236 371
"Afu5g01310" 2 4 1 10 6 8 7 8 7 3 11 10
"Afu8g07350" 4 1 2 6 1 0 22 7 10 1 0 0
"Afu7g06260" 168 152 139 75 85 80 112 84 66 2129 1577 1787
"Afu1g15030" 746 807 709 641 643 778 779 739 626 149 155 140
"Afu5g08520" 154 150 153 225 207 257 180 180 144 282 118 289
"Afu2g13970" 333 298 280 561 492 488 511 391 251 1159 629 1022
"Afu6g07180" 371 285 292 437 368 414 392 318 231 523 276 453
"Afu8g00630" 14 37 50 6 0 0 68 49 31 0 0 1
"Afu2g14820" 474 340 390 552 604 594 558 602 417 2493 1697 2501
"Afu1g10640" 297 217 245 292 289 341 392 378 296 114 48 75
"Afu1g12340" 3278 2424 2191 3116 3239 3337 4886 5182 4883 2566 968 2451
"Afu6g08550" 275 202 194 254 325 331 327 290 226 223 75 170
"Afu4g13310" 211 146 145 210 249 222 185 135 105 257 55 273
"Afu2g05085" 143 115 107 147 184 186 145 199 151 158 586 169
"Afu2g04380" 45 52 41 251 208 271 49 46 41 221 54 239
"Afu5g12880" 529 485 419 412 439 399 664 481 449 249 128 219
"Afu3g11170" 3158 2709 2517 2275 2930 2851 3568 3069 2676 4740 2557 4065
"Afu8g06430" 75 38 33 121 117 201 212 29 33 5 4 13
"Afu1g08950" 229 170 173 267 224 268 327 251 213 57 48 47
"Afu3g14445" 1345 1202 1192 1067 1140 1120 1365 1548 1207 1488 1673 1827
"Afu5g14030" 3 3 4 1 6 5 6 5 2 1 0 0
"Afu4g04660" 3415 2943 2721 2894 2957 3253 4012 3291 2756 3598 2280 3687
"Afu2g00250" 21 17 18 25 19 21 20 40 9 2 2 3
"Afu3g14030" 859 670 622 475 569 510 856 846 549 92 34 73
"Afu4g09410" 9 8 5 18 13 10 13 9 8 64 24 72
"Afu2g02600" 251 263 232 397 394 418 303 272 214 337 197 317
"Afu2g02300" 751 617 613 795 874 730 1139 905 784 2011 2065 1699
"Afu7tR(UCU)1" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1g03180" 86 65 81 107 110 154 238 293 219 43 21 29
"Afu5tF(GAA)2" 0 0 1 0 0 0 1 0 0 0 2 0
"Afu5g14890" 598 372 417 5270 5118 6488 1592 1247 983 489 492 489
"Afu8g01350" 277 225 257 276 278 333 168 166 169 114 99 107
"Afu2g03800" 218 208 176 372 329 416 256 203 178 442 287 484
"Afu2g11810" 1177 1222 1116 539 683 820 996 1176 928 319 254 219
"Afu2g05860" 788 603 590 952 1056 1105 862 783 591 598 340 512
"Afu2g11530" 103 72 66 48 91 76 44 47 45 52 133 43
"Afu1g06840" 632 643 586 259 243 317 607 560 526 80 62 44
"Afu3g00490" 258 243 241 363 368 335 265 297 217 655 375 723
"Afu7g06960" 35 25 23 4 6 4 7 8 8 3 1 3
"Afu2g17870" 206 147 153 227 221 225 218 184 148 66 30 71
"Afu1g10110" 315 304 262 383 493 482 479 344 271 327 41 339
"Afu3g03290" 599 348 419 2893 2448 2954 319 1289 694 6970 13146 6376
"Afu6g07260" 5818 5083 4252 153 146 176 6613 3493 3509 33 16 30
"Afu6g07600" 296 282 308 454 431 376 543 400 293 221 220 179
"Afu7g06920" 36 230 234 29 31 26 661 531 431 72 46 51
"Afu4g12650" 285 261 263 651 532 588 513 388 330 840 555 830
"Afu5g11260" 3568 2378 2234 213 356 259 2763 2495 2084 418 858 468
"Afu6g02130" 2638 2465 2632 3734 4179 4583 3164 3383 2819 5772 10289 5313
"Afu4g07930" 504 501 412 636 699 708 772 707 540 776 562 873
"Afu5g11500" 11 37 44 37 33 33 47 31 23 14 25 21
"Afu4g06010" 695 794 697 1003 949 1268 721 770 599 977 977 1053
"Afu4g08930" 1957 2199 1796 1410 1571 1957 1590 1671 1459 424 492 370
"Afu5g04290" 2992 1791 1793 1857 2230 2062 4341 3702 2997 7273 7049 7775
"Afu4g14740" 145 121 141 138 129 166 254 194 174 31 38 21
"Afu4g03200" 364 135 123 5 1 2 410 325 209 4 2 1
"Afu5g12520" 513 435 361 559 557 493 1886 519 553 525 289 365
"Afu3g03190" 12 4 3 10 6 10 11 9 7 40 73 46
"Afu2g16190" 22 38 31 115 81 131 108 66 78 52 26 49
"Afu3g15080" 100 100 91 550 380 557 375 489 322 154 130 159
"Afu5g14690" 175 250 109 164 170 172 249 134 155 145 131 103
"Afu6g04820" 479 432 451 477 501 530 817 756 530 386 268 372
"Afu1tQ(CUG)3" 1 1 0 0 0 0 0 1 1 0 0 0
"Afu7g06650" 889 647 627 744 640 745 1081 913 784 278 103 152
"Afu2g17140" 129 117 100 337 266 281 178 130 105 110 106 89
"Afu6g00260" 2 0 1 0 0 0 0 5 0 1 1 0
"Afu4g01520" 2 3 3 1 2 3 27 6 8 3 7 0
"Afu4g13850" 137 112 97 31 26 35 58 61 42 33 36 29
"Afu2g18010" 0 10 5 5 4 17 16 3 4 1 1 4
"Afu3g11830" 7279 5020 5006 4628 5199 4905 4339 3532 2947 7729 6028 7052
"Afu1g00390" 52 85 58 36 45 46 71 52 59 5 9 8
"Afu3g09890" 3 5 4 5 4 6 5 4 2 1 2 1
"Afu6g05060" 179 171 145 264 258 270 350 201 160 118 64 83
"Afu7g01390" 364 310 292 714 714 735 676 496 416 1466 718 1524
"Afu2g16490" 2553 2206 2254 3047 3704 3833 3437 3100 2578 2993 5493 2845
"Afu2g17460" 19 32 19 44 63 58 34 26 27 3 10 3
"Afu5g05850" 1298 1060 895 740 848 766 1448 1214 995 2461 3284 2438
"Afu2tR(ACG)1" 1 3 2 3 3 3 3 3 5 0 2 0
"Afu5g13730" 149 508 526 390 334 609 1592 5308 3009 45 121 64
"Afu8g04570" 3091 2523 2505 2875 3091 3305 3195 2956 2436 3323 1796 3511
"Afu8g07380" 34 22 17 62 61 55 34 29 13 1 1 3
"Afu3g01280" 129 79 100 305 266 280 113 139 93 186 140 224
"Afu8g07070" 22 16 21 26 19 19 20 22 22 0 1 0
"Afu7g04930" 243 153 152 188 205 235 47 27 25 6 17 6
"Afu2g13850" 7315 5285 5131 11345 11833 11079 10545 7796 5690 10442 4091 8517
"Afu4g10480" 494 457 423 390 403 471 628 579 494 263 142 206
"Afu6g06580" 1457 1271 1186 1524 1392 1678 1917 1419 1271 839 369 797
"Afu8g04470" 231 199 213 113 127 154 256 205 170 2897 2801 2654
"Afu4g04390" 312 257 225 520 515 520 630 539 395 187 84 171
"Afu1g03630" 6036 4108 4427 9733 10868 11497 3179 5768 3705 3423 4534 3092
"Afu5g03310" 442 576 630 335 320 383 970 803 584 375 271 413
"Afu5g04020" 269 227 196 265 274 237 443 371 302 228 163 300
"Afu2g14890" 105 106 102 122 150 143 181 101 103 179 80 178
"Afu2g02050" 2731 2335 2401 1497 1803 1942 2986 2820 3252 6283 17301 4634
"Afu4g03240" 3781 2190 2549 134 189 110 2243 3697 1961 211 75 148
"Afu5g02810" 114 62 84 203 243 225 151 126 99 343 243 284
"Afu3g09260" 184 162 209 136 168 151 195 181 146 198 196 188
"Afu4g13290" 425 372 390 521 500 554 579 465 380 555 206 697
"Afu6g14130" 2701 1593 1542 893 1134 1122 2094 2063 1726 2366 2982 2521
"Afu2g05570" 239 240 178 392 405 454 449 396 263 235 135 202
"Afu8g05740" 19 20 19 7 9 11 48 51 26 1 3 2
"Afu2g00460" 5 5 5 29 18 38 3 4 3 57 48 68
"Afu6g12880" 374 301 302 616 545 731 445 378 337 81 36 100
"Afu3g12090" 317 213 234 149 191 222 184 163 140 54 140 40
"Afu2tT(AGU)1" 0 1 0 0 1 0 1 1 0 1 0 0
"Afu6g11760" 6 4 2 3 5 3 14 8 12 1 1 2
"Afu2g09160" 547 466 400 449 425 463 510 473 341 955 800 749
"Afu1g03310" 0 3 0 1 3 4 0 1 0 3 1 1
"Afu5g06550" 879 817 725 969 1070 1079 1138 1014 816 436 186 312
"Afu1g03920" 938 952 725 930 1026 1142 1363 1258 1063 300 90 323
"Afu1tV(CAC)1" 0 0 0 0 0 0 1 0 0 0 0 0
"Afu2g05210" 460 357 321 436 456 452 574 535 408 461 226 388
"Afu6g02360" 67 60 56 163 155 131 210 131 106 92 36 48
"Afu2g02930" 250 230 188 426 396 451 430 320 238 435 187 363
"Afu6g02820" 850 641 630 278 483 352 1185 1161 768 323 207 274
"Afu1g16150" 373 268 284 938 1037 1089 447 407 318 418 151 363
"Afu3g14330" 47 44 33 50 44 67 58 53 51 48 14 35
"Afu5g08430" 246 199 173 262 279 240 289 193 169 253 58 210
"Afu1g15360" 200 168 140 417 420 469 192 199 160 325 267 339
"Afu3g09550" 1271 1051 991 2493 2319 2606 1692 1335 1182 2564 1059 2597
"Afu3g02580" 7 8 16 7 5 6 9 10 10 5 16 8
"Afu3g15280" 0 19 20 1 1 1 26 21 9 0 0 0
"Afu4g14200" 1 2 0 4 6 3 4 2 2 4 2 3
"Afu4g12540" 366 335 271 55 64 62 284 246 209 26 8 22
"Afu7g00330" 115 92 81 340 369 442 126 108 91 487 210 453
"Afu2g10720" 210 218 194 309 335 368 425 277 242 175 82 239
"Afu1g14300" 2740 2492 2446 1527 2107 1732 4056 2747 2530 4549 7953 3481
"Afu4g10500" 150 154 137 234 203 223 310 216 159 476 186 515
"Afu6g11775" 3 1 0 39 32 30 4 2 0 11 11 7
"Afu5g05940" 185 166 150 28 36 30 177 149 151 30 20 25
"Afu1g01320" 0 0 0 0 0 4 0 0 0 0 1 1
"Afu2g10770" 2837 2275 2066 2683 3070 3112 3348 3927 2953 940 712 771
"Afu4g06570" 477 360 330 2329 3446 3127 506 395 345 122 252 93
"Afu6g08820" 2728 2020 1972 1729 2315 2265 2562 2131 1881 3024 2709 2857
"Afu4g12000" 900 656 786 892 747 765 796 979 694 246 49 157
"Afu8g06840" 37 28 23 56 58 69 93 49 48 126 152 134
"Afu7g02400" 33 39 33 51 49 43 73 60 47 11 18 10
"Afu5g14100" 2 0 1 4 4 1 2 1 0 1 7 0
"Afu2g03160" 279 290 237 239 228 208 452 348 280 154 75 146
"Afu6g14670" 2 1 0 2 0 1 0 1 0 0 2 0
"Afu2g02480" 335 300 272 297 348 274 640 640 501 1674 1651 1507
"Afu6g02970" 2068 1814 1813 2074 1784 2106 2392 2634 2107 1994 1856 2002
"Afu3g01660" 2 0 1 4 1 1 0 0 0 0 1 0
"Afu4g12220" 1130 1118 1007 1308 1211 1418 1777 1610 1248 885 463 883
"Afu3g02890" 12 10 9 22 15 20 21 6 7 5 9 7
"Afu1g04485" 37 17 26 31 33 27 22 19 17 34 88 25
"Afu4g08580" 10699 7540 7645 5157 5724 5350 7254 6383 5265 3073 779 2507
"Afu2g16770" 987 838 792 631 662 622 1282 1075 1019 1008 1287 899
"Afu8g04702" 90 75 80 159 148 199 223 111 125 38 7 58
"Afu3g01040" 24 24 23 18 39 31 31 34 23 25 42 24
"Afu2g04330" 37 34 38 132 124 143 69 56 43 17 3 12
"Afu1g06810" 2111 1950 1731 177 191 187 1979 1981 1758 386 164 244
"Afu5g01740" 446 445 334 538 492 589 616 516 413 249 344 235
"Afu5g13060" 619 575 531 692 767 808 297 426 343 298 255 363
"Afu2g13830" 2185 1750 1760 1623 2037 2134 5095 4129 3569 1863 1504 1464
"Afu6g04700" 728 697 607 150 179 129 1107 915 805 95 32 75
"Afu1g09840" 1313 1243 1085 1492 1384 1808 1524 1428 1169 511 543 546
"Afu6g09880" 35 51 59 222 353 318 70 68 61 689 1692 788
"Afu4g00880" 0 0 0 0 0 0 1 1 0 0 0 0
"Afu4g14020" 0 1 1 5 4 2 1 3 2 1 2 1
"Afu4g03260" 2 0 0 0 0 1 0 0 0 0 1 2
"Afu4g06630" 677 526 467 672 761 754 734 639 430 326 334 254
"Afu5g10890" 1108 1066 877 1301 1468 1616 1658 1628 1388 448 184 426
"Afu2g03590" 6455 5761 5417 3049 3102 3366 5893 6513 5346 1238 533 1041
"Afu2g12450" 813 620 565 760 791 782 1056 975 767 1276 232 1264
"Afu3g09420" 9 6 3 3 3 6 5 3 5 2 4 4
"Afu3g06425" 88 130 70 138 134 130 137 107 94 69 70 67
"Afu3g00610" 1 5 3 0 3 1 9 6 7 4 0 1
"Afu2g02580" 715 678 608 587 542 656 865 970 700 582 141 514
"Afu1g04970" 1279 986 971 767 859 831 1285 1248 964 3702 3003 3157
"Afu1g11920" 852 849 852 668 780 732 1170 993 827 324 118 202
"Afu7g08640" 103 100 103 201 157 191 337 161 136 128 18 104
